fdc_id,description
330094,"retinol, greek yogurt, dannon oikos plain non-fat (fl1,mo1) - nfy091167"
330095,"tocopherols, greek yogurt, dannon oikos plain non-fat (fl1,mo1) - nfy091168"
330096,"cholesterol, greek yogurt, dannon oikos plain non-fat (fl1,mo1) - nfy091169"
330097,"minerals, greek yogurt, dannon oikos plain non-fat (fl1,mo1) - nfy09116a"
330098,"niacin, greek yogurt, dannon oikos plain non-fat (fl1,mo1) - nfy09116b"
330099,"panthothenic acid, greek yogurt, dannon oikos plain non-fat (fl1,mo1) - nfy09116c"
330100,"riboflavin, greek yogurt, dannon oikos plain non-fat (fl1,mo1) - nfy09116d"
330101,"selenium, greek yogurt, dannon oikos plain non-fat (fl1,mo1) - nfy09116e"
330102,"sugars, greek yogurt, dannon oikos plain non-fat (fl1,mo1) - nfy09116f"
330103,"thiamin, greek yogurt, dannon oikos plain non-fat (fl1,mo1) - nfy09116g"
330104,"vitamin b6, greek yogurt, dannon oikos plain non-fat (fl1,mo1) - nfy09116h"
330105,"fatty acids, greek yogurt, dannon oikos plain non-fat (fl1,mo1) - nfy09116i"
330106,"proximates, greek yogurt, dannon oikos plain non-fat (fl1,mo1) - nfy09116j"
330107,"vitamin b12, greek yogurt, dannon oikos plain non-fat (fl1,mo1) - nfy09116k"
330108,"greek yogurt, dannon oikos plain non-fat (co1,ct1) - cy0921x"
330109,"greek yogurt, dannon oikos plain non-fat (co1) - nfy090zwo"
330110,"greek yogurt, dannon oikos plain non-fat (ct1) - nfy090zxq"
330111,"greek yogurt, dannon oikos plain non-fat (co1) - nfy090zws"
330112,"greek yogurt, dannon oikos plain non-fat (ct1) - nfy090zxm"
330113,"greek yogurt, dannon oikos plain non-fat (co1) - nfy090zwp"
330114,"greek yogurt, dannon oikos plain non-fat (ct1) - nfy090zxr"
330115,"greek yogurt, dannon oikos plain non-fat (co1) - nfy090zwt"
330116,"greek yogurt, dannon oikos plain non-fat (ct1) - nfy090zxn"
330117,"greek yogurt, dannon oikos plain non-fat (co1) - nfy090zwm"
330118,"greek yogurt, dannon oikos plain non-fat (co1) - nfy090zwq"
330119,"greek yogurt, dannon oikos plain non-fat (ct1) - nfy090zxo"
330120,"greek yogurt, dannon oikos plain non-fat (ct1) - nfy090zxk"
330121,"greek yogurt, dannon oikos plain non-fat (co1) - nfy090zwn"
330122,"greek yogurt, dannon oikos plain non-fat (co1) - nfy090zwr"
330123,"greek yogurt, dannon oikos plain non-fat (ct1) - nfy090zxp"
330124,"greek yogurt, dannon oikos plain non-fat (ct1) - nfy090zxl"
330125,"tocopherols, greek yogurt, dannon oikos plain non-fat (co1,ct1) - nfy09115h"
330126,"cholesterol, greek yogurt, dannon oikos plain non-fat (co1,ct1) - nfy09115i"
330127,"minerals, greek yogurt, dannon oikos plain non-fat (co1,ct1) - nfy09115j"
330128,"niacin, greek yogurt, dannon oikos plain non-fat (co1,ct1) - nfy09115k"
330129,"riboflavin, greek yogurt, dannon oikos plain non-fat (co1,ct1) - nfy09115l"
330130,"selenium, greek yogurt, dannon oikos plain non-fat (co1,ct1) - nfy09115m"
330131,"thiamin, greek yogurt, dannon oikos plain non-fat (co1,ct1) - nfy09115n"
330132,"vitamin b6, greek yogurt, dannon oikos plain non-fat (co1,ct1) - nfy09115o"
330133,"amino acids, greek yogurt, dannon oikos plain non-fat (co1,ct1) - nfy09115p"
330134,"fatty acids, greek yogurt, dannon oikos plain non-fat (co1,ct1) - nfy09115q"
330135,"proximates, greek yogurt, dannon oikos plain non-fat (co1,ct1) - nfy09115r"
330136,"vitamin b12, greek yogurt, dannon oikos plain non-fat (co1,ct1) - nfy09115s"
330137,"yogurt, greek, plain"
330138,"yogurt, greek, strawberry"
330143,"minerals, yogurt, greek"
330144,"proximates, yogurt, greek"
330159,"pantothenic acid, yogurt, greek"
330160,"vitamin b12, yogurt, greek"
330171,"niacin, yogurt, greek"
330173,"riboflavin, yogurt, greek"
330174,"selenium, yogurt, greek"
330175,"sugars, yogurt, greek"
330176,"thiamin, yogurt, greek"
330177,"vitamin b6, yogurt, greek"
330214,"vitamin d, yogurt, greek"
330216,"starch, yogurt, greek"
330245,"folate, yogurt, greek"
330251,"fatty acids, yogurt, greek"
330253,"tdf, yogurt, greek"
330256,"vitamin c, yogurt, greek"
330381,"carotenoids, yogurt, greek"
330391,"cholesterol, yogurt, greek"
330416,"oil, coconut, lou ana (nc) cy1211h"
330417,"oil, coconut, lou ana (nc1) nfy120pcl"
330418,"oil, coconut, lou ana (nc1) nfy120pck"
330419,"fatty acids, oil, coconut"
330420,"proximates, oil, coconut"
330421,"oil, coconut, lou ana (in,al) cy1211i"
330422,"oil, coconut, lou ana (al1) nfy120pcm"
330423,"oil, coconut, lou ana (in1) nfy120pco"
330426,"oil, coconut, lou ana (mi,ok) cy1211k"
330427,"oil, coconut, lou ana (mi1) nfy120pcq"
330428,"oil, coconut, lou ana (ok1) nfy120pcs"
330429,"oil, coconut, lou ana (ok1) nfy120pct"
330430,"minerals, oil, coconut"
330433,"oil, coconut, lou ana (fl,mo) cy1211j"
330434,"oil, coconut, lou ana (mo1) nfy120pcf"
330435,"oil, coconut, lou ana (fl) nfy120pch"
330436,"oil, coconut, lou ana (fl) nfy120pci"
330437,"tocopherols, oil, coconut"
330441,"oil, coconut, lou ana (co,ct) cy1211f"
330442,"oil, coconut, lou ana (co1) nfy120pc7"
330443,"oil, coconut, lou ana (ct1) nfy120pca"
330444,"oil, coconut, lou ana (ct1) nfy120pc9"
330449,"vitamin k, oil, coconut"
330450,"oil, coconut, better body organic (ca2) cy1211g"
330451,"oil, coconut, better body organic (ca2) nfy120pcc"
330452,"oil, coconut, better body organic (ca2) nfy120pcd"
330453,"oil, coconut, better body organic (ca2) nfy120pce"
330458,"oil, coconut"
330459,"ground turkey, 93% lean, 7% fat"
330460,"measures, crumbles, rep 1"
330461,"measures, crumbles, rep 2"
330462,"turkey, ground, 7% fat (al1)"
330463,"measures, crumbles, rep 3"
330464,"total fat, ground turkey, 93% lean"
330465,"protein, ash,& moisture, ground turkey"
330467,"turkey, ground, 7% fat (mi1)"
330468,"turkey, ground, 7% fat (nc1)"
330469,"turkey, ground, 7% fat (co1)"
330470,"turkey, ground, 7% fat (ny1)"
330471,"turkey, ground, 7% fat (fl1)"
330472,"turkey, ground, 7% fat (mo1)"
330473,"turkey, ground, 7% fat (ca1)"
330474,"turkey, ground, 7% fat (in1)"
330475,"turkey, ground, 7% fat (ca2)"
330476,"turkey, ground, 7% fat (ct1)"
330477,"amino acids, ground turkey, 93% lean"
330478,"vitamin b12, ground turkey, 93% lean"
330479,"pantothenic acid, ground turkey, 93% lean"
330480,"vitamin b6, ground turkey, 93% lean"
330483,"retinol, ground turkey, 93% lean"
330484,"vitamin e, ground turkey, 93% lean"
330485,"choline, ground turkey, 93% lean"
330487,"thiamin, ground turkey, 93% lean"
330488,"riboflavin, ground turkey, 93% lean"
330489,"niacin, ground turkey, 93% lean"
330490,"cholesterol, ground turkey, 93% lean"
330491,"fatty acids, ground turkey, 93% lean"
330493,"minerals, ground turkey, 93% lean"
330495,"selenium, ground turkey, 93% lean"
330497,"measures, raw, turkey"
330522,"measures, crumbles, rep 5"
330523,"measures, crumbles, rep 4"
330547,"measures, patty, rep 2"
330548,"measures, patty, rep 6"
330549,"measures, patty, rep 10"
330550,"measures, patty, rep 5"
330551,"measures, patty, rep 9"
330552,"measures, patty, rep 1"
330553,"measures, patty, rep 4"
330554,"measures, patty, rep 8"
330555,"measures, patty, rep 3"
330556,"measures, patty, rep 7"
330692,"measures, crumbles, rep 6"
330712,"measures, patty, rep 11"
330869,"turkey, ground, 93% lean"
330870,"chicken, dark meat, lean only"
330871,"chicken, drumsticks, skin-on"
330873,"thiamin, chicken, dark meat"
330874,"vitamin b12, chicken, dark meat"
330875,"riboflavin, chicken, dark meat"
330876,"proximates, chicken, dark meat"
330877,"niacin, chicken, dark meat"
330878,"vitamin b6, chicken, dark meat"
330879,"cholesterol,  chicken, dark meat"
330880,"fa, chicken, dark meat"
330881,"minerals, chicken, dark meat"
330882,"selenium, chicken, dark meat"
330883,"fat, chicken, dark meat"
330884,"chicken, skin, raw"
330886,"chicken, thighs, skin-on"
330902,"pantothenic acid, chicken, skin"
330903,"carotenoids, chicken, skin"
330904,"choline, chicken, skin"
330905,"retinol, chicken, skin"
330906,"fat, chicken, skin"
330907,"vitamin d, chicken, skin"
330908,"vitamin e, chicken, skin"
330909,"proximates, chicken, skin"
330911,"amino acids, chicken, skin"
330912,"thiamin, chicken, skin"
330913,"vitamin b12, chicken, skin"
330914,"riboflavin, chicken, skin"
330915,"niacin, chicken, skin"
330916,"vitamin b6, chicken, skin"
330917,"cholesterol-wt, chicken, skin"
330918,"cholesterol,  chicken, skin"
330919,"fa, chicken, skin"
330920,"minerals, chicken, skin"
330921,"selenium, chicken, skin"
330924,"chicken, skin, roasted"
330945,"chicken, skin, braised"
330966,"meaures & comp, raw, rep 1"
330967,"meaures & comp, raw, rep 5"
330968,"meaures & comp, raw, rep 4"
330969,"meaures & comp, raw, rep 3"
330970,"meaures & comp, raw, rep 2"
331016,"pantothenic acid, chicken, dark meat"
331017,"carotenoids, chicken, dark meat"
331018,"choline, chicken, dark meat"
331019,"retinol, chicken, dark meat"
331021,"vitamin d, chicken, dark meat"
331022,"vitamin e, chicken, dark meat"
331025,"amino acids, chicken, dark meat"
331031,"cholesterol-wt, chicken, dark meat"
331039,"meaures & comp, roasted, rep 1"
331040,"meaures & comp, roasted, rep 4"
331041,"meaures & comp, roasted, rep 5"
331042,"meaures & comp, roasted, rep 2"
331046,"meaures & comp, roasted, rep 3"
331103,"cholesterol-cov, chicken, dark meat"
331110,"meaures & comp, braised, rep 3"
331111,"meaures & comp, braised, rep 1"
331112,"meaures & comp, braised, rep 5"
331113,"meaures & comp, braised, rep 4"
331115,"meaures & comp, braised, rep 2"
331897,"chicken, broilers or fryers, drumstick"
331898,"chicken, broiler or fryers, breast"
331899,"chicken breast, non-enhanced, braised"
331901,"fatty acids, chicken breasts, boneless"
331902,"minerals, chicken breasts, boneless"
331903,"proximates, chicken breasts, boneless"
331920,"vitamin b12, chicken breasts, boneless"
331921,"vitamin b6, chicken breasts, boneless"
331922,"cholesterol, chicken breasts, boneless"
331925,"niacin, chicken breasts, boneless"
331927,"riboflavin, chicken breasts, boneless"
331928,"selenium, chicken breasts, boneless"
331929,"thiamin, chicken breasts, boneless"
331930,"tocopherol, chicken breasts, boneless"
331940,"pantothenic acid, chicken breasts, boneless"
331961,"sauce, pasta, ragu old world"
331964,"carotenoids, sauce, pasta"
331965,"fatty acids, sauce, pasta"
331966,"tdf, sauce, pasta"
331967,"starch, sauce, pasta"
331968,"sugars, sauce, pasta"
331969,"sauce, pasta, hunts original"
331996,"minerals, sauce, pasta"
331997,"proximates, sauce, pasta"
332068,"sauce, pasta, prego 100% natural italian"
332282,"sauce, pasta, spaghetti/marinara"
332283,"ham, luncheon meat, oscar mayer deli fresh"
332287,lunchmeat ham
332288,"lunchmeat, ham - nfy1210o9"
332289,"lunchmeat, ham - nfy1210oa"
332300,"lunchmeat, ham - nfy1210nv"
332301,"lunchmeat, ham - nfy1210nw"
332312,"lunchmeat, ham - nfy1210oo"
332313,"lunchmeat, ham - nfy1210op"
332314,"ham, luncheon meat, hillshire farms deli select ultra thin"
332322,"lunchmeat, ham - nfy1210p2"
332323,"lunchmeat, ham - nfy1210p3"
332334,"lunchmeat, ham - nfy1210pv"
332335,"lunchmeat, ham - nfy1210pw"
332346,"lunchmeat, ham - nfy1210po"
332347,"lunchmeat, ham - nfy1210pp"
332353,"lunchmeat, ham - nfy1210ph"
332354,"lunchmeat, ham - nfy1210pi"
332363,"lunchmeat, ham - nfy1210q2"
332364,"lunchmeat, ham - nfy1210q3"
332365,"ham, luncheon meat, store brand"
332371,"lunchmeat, ham - nfy1210qg"
332372,"lunchmeat, ham - nfy1210qh"
332383,"lunchmeat, ham - nfy1210q9"
332384,"lunchmeat, ham - nfy1210qa"
332395,"lunchmeat, ham - nfy1210r1"
332396,"lunchmeat, ham - nfy1210r2"
332397,"ham, sliced, pre-packaged"
332398,"pears, bartlett, pure compositey"
332399,"pears, barlett, ny/nj1ld"
332400,"pears, barlettlc"
332401,"pears, bartlett, yes"
332404,"pears, bartlett, regions 1 & 4"
332405,"pears, barlettl9"
332406,"pears, barlettlb"
332407,"pears, barlettla"
332408,"bartlett pears, regions 1 & 4, yes"
332420,"pears, bartlett, pure compositev"
332424,"pears, composite of green cultivars, mixed compositeh"
332425,"pears, bosclw"
332426,"pears, bosclq"
332427,"pears, green anjoulu"
332428,"pears, bosclp"
332429,"pears, composite of green cultivars, no"
332430,"pears, bosc, regions 1 & 4"
332431,"pears, bosclx"
332432,"pears, bosc, ny/nj1lr"
332433,"pears, bosclv"
332445,"pears, bosc, regions 1 & 4b7 -- carotenoids"
332446,"pears, bosc, pure composite"
332447,"pears, bosc, yes"
332450,"pears, composite of green cultivars, mixed compositek"
332451,"pears, green anjouls"
332452,"pears, green anjoult"
332454,"pears, green anjou, regions 1 & 4"
332455,"green anjou pears, regions 1 & 4, yes"
332467,"pears, green anjou, pure compositeg"
332468,"pears, green anjou, yes"
332475,"pears, green anjou, pure composited"
332479,"pears, bartlett, pure compositex"
332480,"pears, barlettju"
332481,"pears, barlettjw"
332482,"pears, barlettjx"
332486,"pears, bartlett, regions 2 & 3"
332487,"pears, barlett, or/wa3kz"
332488,"pears, barlettk2"
332489,"pears, barlett, or/wa2k5"
332490,"bartlett pears, regions 2 & 3, yes"
332503,"pears, bartlett, pure compositew"
332507,"pears, composite of green cultivars, mixed compositei"
332508,"pears, bosc, or/wa3k1"
332509,"pears, green anjou, or/wa3k3"
332510,"pears, bosc, or/wa2k0"
332511,"pears, green anjouk4"
332512,"pears, bosck8"
332514,"pears, bosc, regions 2 & 3"
332515,"pears, bosck7"
332516,"pears, bosckc"
332517,"pears, bosckd"
332534,"pears, composite of green cultivars, mixed compositej"
332535,"pears, green anjouk6"
332537,"pears, green anjou, regions 2 & 3"
332538,"green anjou pears, regions 2 & 3, yes"
332551,"pears, green anjou, pure compositef"
332559,"pears, green anjou, pure compositee"
332563,"pears, bartlett, regions 1 & 4h"
332564,"pears, bartlett, krogerstore (store #528)  - nfy0107er"
332565,"pears, bartlett, shopritesupermarket (store #33) "
332566,"pears, bartlett, gianteagle supermarket (store #681) - nfy0107et"
332567,"pears, bartlett, gianteagle market (store #70) - nfy0107es"
332568,"bartlett pears, freeze dried, regions 1 & 4"
332581,"pears, bartlett, regions 2 & 3i"
332582,"pears, bartlett, albertsonsstore (store #687)  - nfy0107dt"
332583,"pears, bartlett, dominicksfiner foods (store #126) - nfy0107ds"
332584,"bartlett pears, freeze dried, regions 2 & 3"
332597,"pears, raw, bartlett (includes foods for usda's food distribution program)"
332598,"olives, green manzanilla stuffed with pimentos, mario"
332601,olives green stuffed with pimentos
332603,"olives, green manzanilla, mario - ca1"
332609,"olives, green, stuffed with pimentos - nfy1213my"
332612,"olives, green manzanilla, mario - ne"
332613,"olives, green manzanilla stuffed with pimentos, lindsay"
332619,"olives, green, stuffed with pimentos - nfy1213o8"
332622,"olives, green manzanilla, lindsay - in"
332623,"olives, green manzanilla stuffed with pimentos, store brand"
332632,"olives, green manzanilla, store brand - ga"
332642,"olives, green manzanilla, store brand - ia"
332651,"olives, green, stuffed with pimentos - nfy1213oi"
332656,"olives, green manzanilla, lindsay - ga"
332657,"olives, green, stuffed with pimentos - nfy1213oj"
332658,"olives, green, stuffed with pimentos - nfy1213ok"
332659,"olives, green, stuffed with pimentos - nfy1213ol"
332660,"olives, green, stuffed with pimentos - nfy1213od"
332661,"olives, green, stuffed with pimentos - nfy1213om"
332669,"olives, green, stuffed with pimentos - nfy1213mm"
332674,"olives, green manzanilla, mario - ky"
332675,"olives, green, stuffed with pimentos - nfy1213mn"
332676,"olives, green, stuffed with pimentos - nfy1213mo"
332677,"olives, green, stuffed with pimentos - nfy1213mp"
332678,"olives, green, stuffed with pimentos - nfy1213mg"
332679,"olives, green, stuffed with pimentos - nfy1213mh"
332680,"olives, green, stuffed with pimentos - nfy1213mq"
332688,"olives, green, stuffed with pimentos - nfy1213ns"
332689,"olives, green, stuffed with pimentos - nfy1213nt"
332695,"olives, green manzanilla, lindsay - ky"
332696,"olives, green, stuffed with pimentos - nfy1213nu"
332697,"olives, green, stuffed with pimentos - nfy1213nv"
332698,"olives, green, stuffed with pimentos - nfy1213nw"
332699,"olives, green, stuffed with pimentos - nfy1213nx"
332700,"olives, green, stuffed with pimentos - nfy1213nl"
332701,"olives, green, stuffed with pimentos - nfy1213nm"
332702,"olives, green, stuffed with pimentos"
332703,"olives, green manzanilla stuffed with pimentos, lindsay - ky"
332705,"olives, green manzanilla stuffed with pimentos, great value"
332712,"olives, green, stuffed with pimentos - nfy1213pf"
332715,"olives, green manzanilla, store brand"
332723,"olives, green, stuffed with pimentos - nfy1213n8"
332724,"olives, green, stuffed with pimentos - nfy1213n9"
332729,"olives, green manzanilla, mario - ga"
332730,"olives, green, stuffed with pimentos - nfy1213na"
332731,"olives, green, stuffed with pimentos - nfy1213nb"
332732,"olives, green, stuffed with pimentos - nfy1213nc"
332733,"olives, green, stuffed with pimentos - nfy1213n3"
332734,"olives, green, stuffed with pimentos - nfy1213nd"
332735,"olives, green manzanilla stuffed with pimentos, mario - ga"
332743,"olives, green, stuffed with pimentos - nfy1213p2"
332744,"olives, green, stuffed with pimentos - nfy1213p3"
332750,"olives, green, stuffed with pimentos - nfy1213p4"
332751,"olives, green, stuffed with pimentos - nfy1213p5"
332752,"olives, green, stuffed with pimentos - nfy1213p6"
332753,"olives, green, stuffed with pimentos - nfy1213p7"
332754,"olives, green manzanilla stuffed with pimentos, star"
332759,"olives, green, stuffed with pimentos - nfy1213pp"
332760,"olives, green, stuffed with pimentos - nfy1213pq"
332765,"olives, green manzanilla, star - az"
332766,"olives, green, stuffed with pimentos - nfy1213pr"
332767,"olives, green, stuffed with pimentos - nfy1213ps"
332768,"olives, green, stuffed with pimentos - nfy1213pt"
332769,"olives, green, stuffed with pimentos - nfy1213pk"
332770,"olives, green, stuffed with pimentos - nfy1213pu"
332771,"olives, green manzanilla stuffed with pimentos, roland"
332778,"olives, green, stuffed with pimentos - nfy1213qc"
332784,"olives, green manzanilla - pa, nj"
332785,"olives, green, stuffed with pimentos - nfy1213qd"
332786,"olives, green, stuffed with pimentos - nfy1213qe"
332787,"olives, green, stuffed with pimentos - nfy1213qf"
332788,"olives, green, stuffed with pimentos - nfy1213qg"
332789,"olives, green, stuffed with pimentos - nfy1213qh"
332790,"olives, green, stuffed with pimentos - nfy1213q6"
332791,"olives, green, manzanilla"
332792,"chorizo pork sausage, mixed brand, cooked"
332820,"chorizo pork sausage, cooked"
